Ürün Adı,Tarih,Fiyat
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-03-30,32000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-03,32600.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-07,33200.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-10,33800.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-12,34400.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-14,35000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-15,35600.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-18,36200.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-21,36800.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-22,37400.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-23,38000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-25,36692.307692307695
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-04-27,35384.61538461538
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-01,34076.92307692308
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-02,32769.230769230766
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-03,31461.53846153846
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-05,30153.846153846156
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-08,28846.153846153848
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-10,27538.46153846154
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-12,26230.76923076923
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-13,24923.076923076922
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-15,23615.384615384617
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-18,22307.69230769231
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-21,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-23,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-25,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-05-28,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-01,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-02,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-04,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-06,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-10,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-13,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-17,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-19,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-20,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-23,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-26,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-06-29,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-07-03,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-07-04,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-07-07,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-07-09,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-07-11,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-07-12,21000.0
Asus TUF Gaming A15 (2023) FA507NUR-LP035 Notebook,2025-07-13,21000.0
Asus V16 V3607VU-RP285W,2025-01-13,31000.0
Asus V16 V3607VU-RP285W,2025-01-17,31000.0
Asus V16 V3607VU-RP285W,2025-01-20,31000.0
Asus V16 V3607VU-RP285W,2025-02-02,31000.0
Asus V16 V3607VU-RP285W,2025-02-07,31000.0
Asus V16 V3607VU-RP285W,2025-02-13,31000.0
Asus V16 V3607VU-RP285W,2025-02-18,31000.0
Asus V16 V3607VU-RP285W,2025-02-22,31000.0
Asus V16 V3607VU-RP285W,2025-02-26,31000.0
Asus V16 V3607VU-RP285W,2025-03-03,31000.0
Asus V16 V3607VU-RP285W,2025-03-07,31000.0
Asus V16 V3607VU-RP285W,2025-03-10,31000.0
Asus V16 V3607VU-RP285W,2025-03-14,31000.0
Asus V16 V3607VU-RP285W,2025-03-18,31000.0
Asus V16 V3607VU-RP285W,2025-03-23,31000.0
Asus V16 V3607VU-RP285W,2025-03-27,31000.0
Asus V16 V3607VU-RP285W,2025-03-30,31000.0
Asus V16 V3607VU-RP285W,2025-04-03,31000.0
Asus V16 V3607VU-RP285W,2025-04-07,31000.0
Asus V16 V3607VU-RP285W,2025-04-10,31000.0
Asus V16 V3607VU-RP285W,2025-04-12,31000.0
Asus V16 V3607VU-RP285W,2025-04-14,31000.0
Asus V16 V3607VU-RP285W,2025-04-15,31000.0
Asus V16 V3607VU-RP285W,2025-04-18,31000.0
Asus V16 V3607VU-RP285W,2025-04-21,31000.0
Asus V16 V3607VU-RP285W,2025-04-22,31000.0
Asus V16 V3607VU-RP285W,2025-04-23,31000.0
Asus V16 V3607VU-RP285W,2025-04-25,31000.0
Asus V16 V3607VU-RP285W,2025-04-27,31000.0
Asus V16 V3607VU-RP285W,2025-05-01,31000.0
Asus V16 V3607VU-RP285W,2025-05-02,31000.0
Asus V16 V3607VU-RP285W,2025-05-03,31000.0
Asus V16 V3607VU-RP285W,2025-05-05,31000.0
Asus V16 V3607VU-RP285W,2025-05-08,31000.0
Asus V16 V3607VU-RP285W,2025-05-10,31000.0
Asus V16 V3607VU-RP285W,2025-05-12,31000.0
Asus V16 V3607VU-RP285W,2025-05-13,31000.0
Asus V16 V3607VU-RP285W,2025-05-15,31000.0
Asus V16 V3607VU-RP285W,2025-05-18,31000.0
Asus V16 V3607VU-RP285W,2025-05-21,31000.0
Asus V16 V3607VU-RP285W,2025-05-23,31000.0
Asus V16 V3607VU-RP285W,2025-05-25,31000.0
Asus V16 V3607VU-RP285W,2025-05-28,31000.0
Asus V16 V3607VU-RP285W,2025-06-01,31000.0
Asus V16 V3607VU-RP285W,2025-06-02,31000.0
Asus V16 V3607VU-RP285W,2025-06-04,31000.0
Asus V16 V3607VU-RP285W,2025-06-06,31000.0
Asus V16 V3607VU-RP285W,2025-06-10,31000.0
Asus V16 V3607VU-RP285W,2025-06-13,31000.0
Asus V16 V3607VU-RP285W,2025-06-17,31000.0
Asus V16 V3607VU-RP285W,2025-06-19,31000.0
Asus V16 V3607VU-RP285W,2025-06-20,31000.0
Asus V16 V3607VU-RP285W,2025-06-23,31000.0
Asus V16 V3607VU-RP285W,2025-06-26,31000.0
Asus V16 V3607VU-RP285W,2025-06-29,31000.0
Asus V16 V3607VU-RP285W,2025-07-03,31000.0
Asus V16 V3607VU-RP285W,2025-07-04,31000.0
Asus V16 V3607VU-RP285W,2025-07-07,31000.0
Asus V16 V3607VU-RP285W,2025-07-09,31000.0
Asus V16 V3607VU-RP285W,2025-07-11,31000.0
Asus V16 V3607VU-RP285W,2025-07-12,31000.0
Asus V16 V3607VU-RP285W,2025-07-13,31000.0
Casper Excalibur G870.1245-DFA0X-B,2025-01-13,36500.0
Casper Excalibur G870.1245-DFA0X-B,2025-01-17,36500.0
Casper Excalibur G870.1245-DFA0X-B,2025-01-20,36500.0
Casper Excalibur G870.1245-DFA0X-B,2025-02-02,36500.0
Casper Excalibur G870.1245-DFA0X-B,2025-02-07,36500.0
Casper Excalibur G870.1245-DFA0X-B,2025-02-13,36500.0
Casper Excalibur G870.1245-DFA0X-B,2025-02-18,36500.0
Casper Excalibur G870.1245-DFA0X-B,2025-02-22,36500.0
Casper Excalibur G870.1245-DFA0X-B,2025-02-26,36500.0
Casper Excalibur G870.1245-DFA0X-B,2025-03-03,36100.0
Casper Excalibur G870.1245-DFA0X-B,2025-03-07,35700.0
Casper Excalibur G870.1245-DFA0X-B,2025-03-10,35300.0
Casper Excalibur G870.1245-DFA0X-B,2025-03-14,34900.0
Casper Excalibur G870.1245-DFA0X-B,2025-03-18,34500.0
Casper Excalibur G870.1245-DFA0X-B,2025-03-23,34733.333333333336
Casper Excalibur G870.1245-DFA0X-B,2025-03-27,34966.666666666664
Casper Excalibur G870.1245-DFA0X-B,2025-03-30,35200.0
Casper Excalibur G870.1245-DFA0X-B,2025-04-03,35433.333333333336
Casper Excalibur G870.1245-DFA0X-B,2025-04-07,35666.666666666664
Casper Excalibur G870.1245-DFA0X-B,2025-04-10,35900.0
Casper Excalibur G870.1245-DFA0X-B,2025-04-12,36133.333333333336
Casper Excalibur G870.1245-DFA0X-B,2025-04-14,36366.666666666664
Casper Excalibur G870.1245-DFA0X-B,2025-04-15,36600.0
Casper Excalibur G870.1245-DFA0X-B,2025-04-18,36833.333333333336
Casper Excalibur G870.1245-DFA0X-B,2025-04-21,37066.666666666664
Casper Excalibur G870.1245-DFA0X-B,2025-04-22,37300.0
Casper Excalibur G870.1245-DFA0X-B,2025-04-23,37533.333333333336
Casper Excalibur G870.1245-DFA0X-B,2025-04-25,37766.666666666664
Casper Excalibur G870.1245-DFA0X-B,2025-04-27,38000.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-01,38050.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-02,38100.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-03,38150.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-05,38200.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-08,38250.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-10,38300.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-12,38350.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-13,38400.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-15,38450.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-18,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-21,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-23,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-25,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-05-28,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-01,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-02,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-04,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-06,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-10,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-13,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-17,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-19,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-20,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-23,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-26,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-06-29,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-07-03,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-07-04,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-07-07,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-07-09,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-07-11,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-07-12,38500.0
Casper Excalibur G870.1245-DFA0X-B,2025-07-13,38500.0
Dell G16 7630 G76302401024U08,2025-01-13,87500.0
Dell G16 7630 G76302401024U08,2025-01-17,87500.0
Dell G16 7630 G76302401024U08,2025-01-20,87500.0
Dell G16 7630 G76302401024U08,2025-02-02,87500.0
Dell G16 7630 G76302401024U08,2025-02-07,87500.0
Dell G16 7630 G76302401024U08,2025-02-13,87500.0
Dell G16 7630 G76302401024U08,2025-02-18,87500.0
Dell G16 7630 G76302401024U08,2025-02-22,87500.0
Dell G16 7630 G76302401024U08,2025-02-26,87500.0
Dell G16 7630 G76302401024U08,2025-03-03,87500.0
Dell G16 7630 G76302401024U08,2025-03-07,87500.0
Dell G16 7630 G76302401024U08,2025-03-10,87500.0
Dell G16 7630 G76302401024U08,2025-03-14,87500.0
Dell G16 7630 G76302401024U08,2025-03-18,87500.0
Dell G16 7630 G76302401024U08,2025-03-23,87500.0
Dell G16 7630 G76302401024U08,2025-03-27,87500.0
Dell G16 7630 G76302401024U08,2025-03-30,87500.0
Dell G16 7630 G76302401024U08,2025-04-03,87500.0
Dell G16 7630 G76302401024U08,2025-04-07,87500.0
Dell G16 7630 G76302401024U08,2025-04-10,87500.0
Dell G16 7630 G76302401024U08,2025-04-12,87500.0
Dell G16 7630 G76302401024U08,2025-04-14,87500.0
Dell G16 7630 G76302401024U08,2025-04-15,87500.0
Dell G16 7630 G76302401024U08,2025-04-18,87500.0
Dell G16 7630 G76302401024U08,2025-04-21,87500.0
Dell G16 7630 G76302401024U08,2025-04-22,87500.0
Dell G16 7630 G76302401024U08,2025-04-23,87500.0
Dell G16 7630 G76302401024U08,2025-04-25,87500.0
Dell G16 7630 G76302401024U08,2025-04-27,87500.0
Dell G16 7630 G76302401024U08,2025-05-01,87500.0
Dell G16 7630 G76302401024U08,2025-05-02,87500.0
Dell G16 7630 G76302401024U08,2025-05-03,87500.0
Dell G16 7630 G76302401024U08,2025-05-05,87500.0
Dell G16 7630 G76302401024U08,2025-05-08,87500.0
Dell G16 7630 G76302401024U08,2025-05-10,87500.0
Dell G16 7630 G76302401024U08,2025-05-12,87500.0
Dell G16 7630 G76302401024U08,2025-05-13,87500.0
Dell G16 7630 G76302401024U08,2025-05-15,87500.0
Dell G16 7630 G76302401024U08,2025-05-18,87500.0
Dell G16 7630 G76302401024U08,2025-05-21,87500.0
Dell G16 7630 G76302401024U08,2025-05-23,87500.0
Dell G16 7630 G76302401024U08,2025-05-25,87500.0
Dell G16 7630 G76302401024U08,2025-05-28,87500.0
Dell G16 7630 G76302401024U08,2025-06-01,87500.0
Dell G16 7630 G76302401024U08,2025-06-02,87500.0
Dell G16 7630 G76302401024U08,2025-06-04,87500.0
Dell G16 7630 G76302401024U08,2025-06-06,87500.0
Dell G16 7630 G76302401024U08,2025-06-10,87500.0
Dell G16 7630 G76302401024U08,2025-06-13,87500.0
Dell G16 7630 G76302401024U08,2025-06-17,87500.0
Dell G16 7630 G76302401024U08,2025-06-19,87500.0
Dell G16 7630 G76302401024U08,2025-06-20,87500.0
Dell G16 7630 G76302401024U08,2025-06-23,87500.0
Dell G16 7630 G76302401024U08,2025-06-26,87500.0
Dell G16 7630 G76302401024U08,2025-06-29,87500.0
Dell G16 7630 G76302401024U08,2025-07-03,87500.0
Dell G16 7630 G76302401024U08,2025-07-04,87500.0
Dell G16 7630 G76302401024U08,2025-07-07,87500.0
Dell G16 7630 G76302401024U08,2025-07-09,87500.0
Dell G16 7630 G76302401024U08,2025-07-11,87500.0
Dell G16 7630 G76302401024U08,2025-07-12,87500.0
Dell G16 7630 G76302401024U08,2025-07-13,87500.0
Dell G16 7630 G76302401024U20,2025-01-13,63500.0
Dell G16 7630 G76302401024U20,2025-01-17,75000.0
Dell G16 7630 G76302401024U20,2025-01-20,86500.0
Dell G16 7630 G76302401024U20,2025-02-02,87000.0
Dell G16 7630 G76302401024U20,2025-02-07,87500.0
Dell G16 7630 G76302401024U20,2025-02-13,88000.0
Dell G16 7630 G76302401024U20,2025-02-18,88500.0
Dell G16 7630 G76302401024U20,2025-02-22,89000.0
Dell G16 7630 G76302401024U20,2025-02-26,89500.0
Dell G16 7630 G76302401024U20,2025-03-03,90000.0
Dell G16 7630 G76302401024U20,2025-03-07,90000.0
Dell G16 7630 G76302401024U20,2025-03-10,90000.0
Dell G16 7630 G76302401024U20,2025-03-14,90000.0
Dell G16 7630 G76302401024U20,2025-03-18,90000.0
Dell G16 7630 G76302401024U20,2025-03-23,90000.0
Dell G16 7630 G76302401024U20,2025-03-27,90000.0
Dell G16 7630 G76302401024U20,2025-03-30,90000.0
Dell G16 7630 G76302401024U20,2025-04-03,90000.0
Dell G16 7630 G76302401024U20,2025-04-07,90000.0
Dell G16 7630 G76302401024U20,2025-04-10,90000.0
Dell G16 7630 G76302401024U20,2025-04-12,90000.0
Dell G16 7630 G76302401024U20,2025-04-14,90000.0
Dell G16 7630 G76302401024U20,2025-04-15,90000.0
Dell G16 7630 G76302401024U20,2025-04-18,90000.0
Dell G16 7630 G76302401024U20,2025-04-21,90000.0
Dell G16 7630 G76302401024U20,2025-04-22,90000.0
Dell G16 7630 G76302401024U20,2025-04-23,90000.0
Dell G16 7630 G76302401024U20,2025-04-25,90000.0
Dell G16 7630 G76302401024U20,2025-04-27,90000.0
Dell G16 7630 G76302401024U20,2025-05-01,90000.0
Dell G16 7630 G76302401024U20,2025-05-02,90000.0
Dell G16 7630 G76302401024U20,2025-05-03,90000.0
Dell G16 7630 G76302401024U20,2025-05-05,90000.0
Dell G16 7630 G76302401024U20,2025-05-08,90000.0
Dell G16 7630 G76302401024U20,2025-05-10,90000.0
Dell G16 7630 G76302401024U20,2025-05-12,90000.0
Dell G16 7630 G76302401024U20,2025-05-13,90000.0
Dell G16 7630 G76302401024U20,2025-05-15,90000.0
Dell G16 7630 G76302401024U20,2025-05-18,90000.0
Dell G16 7630 G76302401024U20,2025-05-21,90000.0
Dell G16 7630 G76302401024U20,2025-05-23,90000.0
Dell G16 7630 G76302401024U20,2025-05-25,90000.0
Dell G16 7630 G76302401024U20,2025-05-28,90000.0
Dell G16 7630 G76302401024U20,2025-06-01,90000.0
Dell G16 7630 G76302401024U20,2025-06-02,90000.0
Dell G16 7630 G76302401024U20,2025-06-04,90000.0
Dell G16 7630 G76302401024U20,2025-06-06,90000.0
Dell G16 7630 G76302401024U20,2025-06-10,90000.0
Dell G16 7630 G76302401024U20,2025-06-13,90000.0
Dell G16 7630 G76302401024U20,2025-06-17,90000.0
Dell G16 7630 G76302401024U20,2025-06-19,90000.0
Dell G16 7630 G76302401024U20,2025-06-20,90000.0
Dell G16 7630 G76302401024U20,2025-06-23,90000.0
Dell G16 7630 G76302401024U20,2025-06-26,90000.0
Dell G16 7630 G76302401024U20,2025-06-29,90000.0
Dell G16 7630 G76302401024U20,2025-07-03,90000.0
Dell G16 7630 G76302401024U20,2025-07-04,90000.0
Dell G16 7630 G76302401024U20,2025-07-07,90000.0
Dell G16 7630 G76302401024U20,2025-07-09,90000.0
Dell G16 7630 G76302401024U20,2025-07-11,90000.0
Dell G16 7630 G76302401024U20,2025-07-12,90000.0
Dell G16 7630 G76302401024U20,2025-07-13,90000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-01-13,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-01-17,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-01-20,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-02-02,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-02-07,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-02-13,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-02-18,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-02-22,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-02-26,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-03-03,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-03-07,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-03-10,58000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-03-14,260000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-03-18,255000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-03-23,250000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-03-27,245000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-03-30,240000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-03,235000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-07,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-10,225000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-12,220000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-14,227500.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-15,235000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-18,242500.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-21,250000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-22,246666.66666666666
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-23,243333.33333333334
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-25,240000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-04-27,240000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-01,240000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-02,240000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-03,238000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-05,236000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-08,234000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-10,232000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-12,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-13,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-15,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-18,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-21,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-23,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-25,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-05-28,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-01,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-02,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-04,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-06,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-10,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-13,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-17,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-19,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-20,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-23,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-26,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-06-29,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-07-03,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-07-04,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-07-07,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-07-09,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-07-11,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-07-12,230000.0
Dell Precision 7780 XCT0P7780EMEA-VP2A10 Notebook,2025-07-13,230000.0
Game Garaj Slayer R9T-5050 C1,2025-01-13,51050.0
Game Garaj Slayer R9T-5050 C1,2025-01-17,51050.0
Game Garaj Slayer R9T-5050 C1,2025-01-20,51050.0
Game Garaj Slayer R9T-5050 C1,2025-02-02,51050.0
Game Garaj Slayer R9T-5050 C1,2025-02-07,51050.0
Game Garaj Slayer R9T-5050 C1,2025-02-13,51050.0
Game Garaj Slayer R9T-5050 C1,2025-02-18,51050.0
Game Garaj Slayer R9T-5050 C1,2025-02-22,51050.0
Game Garaj Slayer R9T-5050 C1,2025-02-26,51050.0
Game Garaj Slayer R9T-5050 C1,2025-03-03,51050.0
Game Garaj Slayer R9T-5050 C1,2025-03-07,51050.0
Game Garaj Slayer R9T-5050 C1,2025-03-10,51050.0
Game Garaj Slayer R9T-5050 C1,2025-03-14,51050.0
Game Garaj Slayer R9T-5050 C1,2025-03-18,51050.0
Game Garaj Slayer R9T-5050 C1,2025-03-23,51050.0
Game Garaj Slayer R9T-5050 C1,2025-03-27,51050.0
Game Garaj Slayer R9T-5050 C1,2025-03-30,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-03,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-07,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-10,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-12,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-14,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-15,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-18,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-21,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-22,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-23,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-25,51050.0
Game Garaj Slayer R9T-5050 C1,2025-04-27,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-01,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-02,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-03,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-05,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-08,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-10,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-12,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-13,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-15,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-18,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-21,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-23,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-25,51050.0
Game Garaj Slayer R9T-5050 C1,2025-05-28,51050.0
Game Garaj Slayer R9T-5050 C1,2025-06-01,51050.0
Game Garaj Slayer R9T-5050 C1,2025-06-02,51050.0
Game Garaj Slayer R9T-5050 C1,2025-06-04,51050.0
Game Garaj Slayer R9T-5050 C1,2025-06-06,51050.0
Game Garaj Slayer R9T-5050 C1,2025-06-10,51050.0
